,0,1,2,3,4,5,6,7,8,9,10,11
0,98.29185750636132,77.97862595419848,3818.0,55.0,57.0,1.0363636363636364,215.0,83.8789689313759,85.4028678729942,84.31000341413451,88.90850119494708,0.0
1,87.72191886779282,85.88658158828203,225.7,57.75,60.75,1.0737036056356735,306.25,12.487179487179487,11.657839428331231,12.780159730979404,13.984026902059693,0.0
2,87.43469734065113,85.64072200636592,225.7,57.125,59.5,1.062614795111464,307.0,12.487179487179487,11.657839428331231,12.780159730979404,13.984026902059693,0.0
3,108.07095948763664,113.40621626945715,664.9,59.375,66.375,1.1181711972527484,447.25,70.54285714285714,70.26761904761905,70.66190476190478,83.63714285714286,0.0
4,108.06355692157042,113.50911875577984,664.9,58.75,65.375,1.1155154407210228,450.75,70.54285714285714,70.26761904761905,70.66190476190478,83.63714285714286,0.0
5,107.95934723669615,113.38850196087868,664.9,58.75,65.375,1.1155154407210228,451.375,70.54285714285714,70.26761904761905,70.66190476190478,83.63714285714286,0.0
6,109.89282285477395,133.9811278672144,723.7,44.75,53.625,1.2830456005866424,446.875,50.32022932022932,55.531531531531535,49.48239148239149,55.79852579852581,0.0
7,87.11997910593834,90.36624738332758,1307.5,46.375,51.75,1.1289046229333317,307.125,56.97591328783621,73.69048574869531,53.22240064231232,57.45523885989563,0.0
8,73.98247519038186,75.85039090394488,1131.5,55.25,57.875,1.0494064805220202,162.75,50.76666666666666,54.91708333333333,49.96458333333333,56.59625,0.0
9,73.95693860562282,75.83006323051174,1131.5,55.25,57.875,1.0494064805220202,162.5,50.76666666666666,54.91708333333333,49.96458333333333,56.59625,0.0
10,143.94012721831584,179.30388035159982,1429.4,119.16666666666667,126.16666666666667,1.0788715409552967,399.3333333333333,62.629772629772624,60.81896181896182,63.42042042042042,72.95452595452595,0.0
11,111.54362564147024,143.01881717100852,553.4,74.875,85.375,1.1372175597610354,255.875,48.14619883040935,50.43924626380767,48.22092267706302,52.48343079922028,0.0
12,111.73302041511482,140.3813525660985,769.3,83.125,92.5,1.095771662153166,271.125,48.14619883040935,50.43924626380767,48.22092267706302,52.48343079922028,0.0
13,111.48833663900484,143.33853004308858,553.4,77.0,86.625,1.132018475889474,247.125,48.14619883040935,50.43924626380767,48.22092267706302,52.48343079922028,0.0
14,112.64785877487732,122.00792303687629,330.6,85.14285714285714,90.42857142857143,1.071631224075281,350.7142857142857,55.94,59.01384615384615,55.82615384615384,58.6476923076923,0.0
15,112.26465988507327,121.71477695810738,330.6,85.0,90.42857142857143,1.0748748403623754,347.0,55.94,59.01384615384615,55.82615384615384,58.6476923076923,0.0
